buff_id,buff_name,buff_detail,buff_sameadd_max,buff_maxtime,buff_interface_show_flag
102220,Trướng Chướng,"Khu vực độc chướng có thể mắc bệnh này, #R tiêu hao tinh lực tăng 100%#E.",1,-1.0,0
102221,Mai chướng,"Khu vực độc khí có thể mắc bệnh này, #R tiêu hao tinh lực tăng 200%#E.",1,-1.0,0
102222,Trướng ung,"Khu vực độc vụ có thể mắc phải bệnh này, #R tiêu hao tinh lực tăng 300%#E.",1,-1.0,0
102223,Trướng nhiệt,"Khu vực độc khí có thể mắc phải căn bệnh này, #R tiêu hao tinh lực tăng 500%#E.",1,-1.0,0
102230,Run rẩy,"Trong môi trường cực kỳ lạnh giá, mắc phải căn bệnh này, #R tốc độ hồi phục Chân Khí giảm 5%#E.",1,-1.0,0
102231,Hàn Ưu,"Trong môi trường cực kỳ lạnh giá sẽ mắc phải căn bệnh này, #R tốc độ hồi phục chân khí giảm 8%#E.",1,-1.0,0
102232,Nhập Âm,"Trong môi trường cực kỳ lạnh giá mắc phải căn bệnh này, #R tốc độ hồi phục Chân Khí giảm 10%#E.",1,-1.0,0
102233,Độc địa,极端寒冷的环境中患上此病，#R真气回复速度降低12%#E。,1,-1.0,0
102240,Đạo hãn,"Trong môi trường cực kỳ nóng bức mắc phải căn bệnh này, tỷ lệ thành công của thuật giang hồ · Kim Ngọc Thủ điểm huyệt sẽ giảm",1,-1.0,0
102241,Ứ trệ do nóng,"Mắc phải căn bệnh này trong môi trường cực kỳ nóng bức, tỷ lệ điểm huyệt thành công của kỳ thuật giang hồ · Kim Ngọc Thủ giảm",1,-1.0,0
102242,Nhập Dương,"Mắc phải căn bệnh này trong môi trường cực kỳ nóng bức, Tỷ lệ thành công điểm huyệt của thuật giang hồ Kim Ngọc Thủ giảm",1,-1.0,0
102243,Dương Độc,"Mắc bệnh trong môi trường cực nóng, tỷ lệ thành công điểm huyệt của võ kỹ Kim Ngọc Thủ giảm",1,-1.0,0
102250,Kinh Mạch Tàn Phế · Tầng Một,"Bệnh tật về thần trí không ngừng tiến hóa và trở nặng. #R Thuộc tính tấn công giảm 1%, sau khi hồi sinh sinh mệnh hiện tại là 50%#E.",1,-1.0,0
102251,Kinh Mạch Hủy Hoại · Tầng hai,"Bệnh lý về thần trí không ngừng tiến triển nặng hơn. #R Thuộc tính tấn công giảm 2%, sau khi hồi sinh sinh lực hiện tại là 45%#E.",1,-1.0,0
102252,Kinh hủy mạch tàn · Tam Trọng,"Bệnh lý về thần trí không ngừng tiến hóa và trở nặng. #R Thuộc tính tấn công giảm 3%, sau khi hồi sinh sinh mệnh hiện tại là 40%#E.",1,-1.0,0
102253,Kinh Hủy Mạch Tàn · Tứ Trọng,"Bệnh lý về thần trí không ngừng tiến hóa và trở nặng. #R Thuộc tính tấn công giảm 4%, sau khi hồi sinh sinh lực hiện tại là 35%#E.",1,-1.0,0
102254,Kinh Hủy Mạch Tàn · Ngũ Trọng,"Bệnh lý thần trí không ngừng tiến hóa và trở nặng. #R Thuộc tính tấn công giảm 5%, sau khi hồi sinh sinh mệnh hiện tại là 30%#E.",1,-1.0,0
102255,"Kinh mạch hủy hoại, mạch lạc tàn phế · Lục trọng","Bệnh lý về thần trí không ngừng tiến hóa và trở nặng. #R Thuộc tính tấn công giảm 6%, sau khi hồi sinh sinh mệnh hiện tại là 25%#E.",1,-1.0,0
102256,Kinh Hủy Mạch Tàn · Thất Trọng,"Bệnh thần trí không ngừng tiến triển nặng hơn. #R Thuộc tính tấn công giảm 7%, sau khi hồi sinh sinh lực hiện tại là 20%#E.",1,-1.0,0
102257,"Kinh mạch hủy hoại, Bát Trọng","Bệnh lý về thần trí không ngừng tiến hóa và trở nặng. #R Thuộc tính tấn công giảm 8%, sau khi hồi sinh sinh mệnh hiện tại là 15%#E.",1,-1.0,0
102258,"Kinh mạch hủy hoại, đứt đoạn · Cửu Trọng","Bệnh lý về thần trí không ngừng tiến hóa và trở nặng. #R Thuộc tính tấn công giảm 10%, sau khi hồi sinh sinh mệnh hiện tại là 10%#E.",1,-1.0,0
102261,Hạo Nhiên Ca · Cấp Một,Tăng {HP_MAX} điểm Khí Huyết.,1,18000.0,1
102262,Hạo Nhiên Ca · Cấp hai,Tăng {HP_MAX} điểm Khí Huyết.,1,18000.0,1
102263,Hạo Nhiên Ca · Cấp Ba,Tăng {HP_MAX} điểm khí huyết.,1,18000.0,1
102264,Hạo Nhiên Ca · Cấp Bốn,Tăng {HP_MAX} điểm khí huyết.,1,18000.0,1
102265,Hạo Nhiên Ca · Cấp Năm,Tăng {HP_MAX} điểm khí huyết.,1,18000.0,1
102270,Chiêng Ồn Ào · Cấp 1,Tăng {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102271,Loạn Phá La · Cấp 2,Tăng thêm {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102272,Loạn Trống · Cấp Ba,Tăng {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102273,Huyên Phá La · Cấp Bốn,Tăng {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102274,Loa Phá Cờ Chiêng · Cấp Năm,Tăng thêm {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102280,Thiệt Chiến Kinh · Cấp Một,Tăng {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102281,Thiệt Chiến Kinh · Cấp hai,Tăng thêm Tấn công Ngoại Công {MAX_W_ATK} điểm.,1,18000.0,1
102282,Thiệt Chiến Kinh · Cấp Ba,Tăng {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102283,Thiệt Chiến Kinh · Cấp Bốn,Tăng {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102284,Thiệt Chiến Kinh · Cấp Năm,Tăng {MAX_W_ATK} điểm Tấn công Ngoại Công.,1,18000.0,1
102290,Kiên Bạch Luận · Cấp Một,Tăng thêm {W_DEF} điểm thuộc tính phòng ngự.,1,18000.0,1
102291,Kiên Bạch Luận · Cấp Hai,Tăng thêm {W_DEF} điểm thuộc tính phòng ngự.,1,18000.0,1
102292,Kiên Bạch Luận · Cấp Ba,Tăng thêm {W_DEF} điểm thuộc tính phòng ngự.,1,18000.0,1
102293,Luận Kiên Bạch · Cấp Bốn,Tăng {W_DEF} điểm thuộc tính Phòng ngự.,1,18000.0,1
102294,Kiên Bạch Luận · Cấp Năm,Tăng thêm {W_DEF} điểm thuộc tính phòng ngự.,1,18000.0,1
102300,Động Tâm Quyết · Cấp Một,Tăng thêm {ACR_VALUE} điểm Chính Xác và {DOG_VALUE} điểm Kháng Chính Xác.,1,18000.0,1
102301,Động Tâm Quyết · Cấp Hai,Tăng thêm {ACR_VALUE} điểm chính xác và {DOG_VALUE} điểm kháng chính xác.,1,18000.0,1
102302,Động Tâm Quyết · Cấp Ba,Tăng thêm {ACR_VALUE} điểm Chính xác và {DOG_VALUE} điểm Kháng Chính xác.,1,18000.0,1
102303,Động Tâm Quyết · Cấp bốn,Tăng thêm {ACR_VALUE} điểm Chính Xác và {DOG_VALUE} điểm Kháng Chính Xác.,1,18000.0,1
102304,Động Tâm Quyết · Cấp năm,Tăng thêm {ACR_VALUE} điểm Chính xác và {DOG_VALUE} điểm Kháng Chính xác.,1,18000.0,1
102310,Chiếu Đảm Thuật · Cấp Một,Tăng {ATK_CRI_VALUE} điểm Tỷ lệ Bạo Kích và {ATK_CRI_RDC_VALUE} điểm Kháng Bạo Kích.,1,18000.0,1
102311,Chiếu Đảm Thuật · Cấp hai,Tăng {ATK_CRI_VALUE} điểm Tỷ lệ Bạo Kích và {ATK_CRI_RDC_VALUE} điểm Kháng Bạo Kích.,1,18000.0,1
102312,Chiếu Đảm Thuật · Cấp Ba,Tăng {ATK_CRI_VALUE} điểm Tỷ lệ Bạo Kích và {ATK_CRI_RDC_VALUE} điểm Kháng Bạo Kích.,1,18000.0,1
102313,Chiếu Đảm Thuật · Cấp Bốn,Tăng {ATK_CRI_VALUE} điểm Tỉ Lệ Bạo Kích và {ATK_CRI_RDC_VALUE} điểm Kháng Bạo Kích.,1,18000.0,1
102314,Chiếu Đảm Thuật · Cấp Năm,Tăng {ATK_CRI_VALUE} điểm Tỷ Lệ Bạo Kích và {ATK_CRI_RDC_VALUE} điểm Kháng Bạo Kích.,1,18000.0,1
102320,Hào ngôn thiên · Cấp một,Tăng {BASH_VALUE} điểm Hội Ý và {BASH_RDC_VALUE} điểm Kháng Hội Ý.,1,18000.0,1
102321,Hào ngôn thiên · Cấp hai,Tăng {BASH_VALUE} điểm Hội Ý và {BASH_RDC_VALUE} điểm Kháng Hội Ý.,1,18000.0,1
102322,Hào Ngôn Thiên · Cấp Ba,Tăng {BASH_VALUE} điểm Hội Ý và {BASH_RDC_VALUE} điểm Kháng Hội Ý.,1,18000.0,1
102323,Chương Hào Ngôn · Cấp Bốn,Tăng {BASH_VALUE} điểm Hội Ý và {BASH_RDC_VALUE} điểm Kháng Hội Ý.,1,18000.0,1
102324,Hào ngôn thiên · Cấp năm,Tăng {BASH_VALUE} điểm Hội Ý và {BASH_RDC_VALUE} điểm Kháng Hội Ý.,1,18000.0,1
102330,Hiệu ứng Vạn Tượng Ẩm,Tăng {PRO_ATK_A} điểm tấn công Minh Kim.,1,43200.0,1
102331,Hiệu ứng Vạn Tượng Ẩm,Tăng {PRO_ATK_A} điểm tấn công Minh Kim.,1,43200.0,1
102332,Hiệu quả của Vạn Tượng Ẩm,Tăng {PRO_ATK_A} điểm tấn công Minh Kim.,1,43200.0,1
102333,Hiệu quả Vạn Tượng Ẩm,Tăng {PRO_ATK_A} điểm Tấn công Minh Kim.,1,43200.0,1
102334,Hiệu ứng Vạn Tượng Ẩm,Tăng {PRO_ATK_A} điểm tấn công của Minh Kim.,1,43200.0,1
102335,Hiệu quả Vạn Tượng Ẩm,Tăng {PRO_ATK_A} điểm tấn công Minh Kim.,1,43200.0,1
102336,Hiệu quả Vạn Tượng Ẩm,Tăng {PRO_ATK_A} điểm tấn công Minh Kim.,1,43200.0,1
102340,Hiệu ứng Mạch Lưu Ẩm,Tăng {PRO_ATK_B} điểm Tấn công Liệt Thạch.,1,43200.0,1
102341,Hiệu ứng Mạch Lưu Ẩm,Tăng {PRO_ATK_B} điểm Tấn công Liệt Thạch.,1,43200.0,1
102342,Hiệu ứng Mạch Lưu Ẩm,Tăng {PRO_ATK_B} điểm #YTấn công Liệt Thạch#E.,1,43200.0,1
102343,Hiệu ứng Mạch Lưu Ẩm,Tăng {PRO_ATK_B} điểm Tấn công Liệt Thạch.,1,43200.0,1
102344,Hiệu ứng Mạch Lưu Ẩm,Tăng {PRO_ATK_B} điểm Tấn công Liệt Thạch.,1,43200.0,1
102345,Hiệu ứng Mạch Lưu Ẩm,Tăng {PRO_ATK_B} điểm Tấn công Liệt Thạch.,1,43200.0,1
102346,Hiệu ứng Mạch Lưu Ẩm,Tăng {PRO_ATK_B} điểm #G140%#ETấn công Liệt Thạch#E.,1,43200.0,1
102350,Hiệu quả Huệ Lại Ẩm,Tăng {PRO_ATK_C} điểm Tấn công Khiên Ti.,1,43200.0,1
102351,Hiệu ứng Huệ Lại Ẩm,Tăng {PRO_ATK_C} điểm Tấn công Khiên Ti.,1,43200.0,1
102352,Hiệu ứng của Tuệ Lại Ẩm,Tăng {PRO_ATK_C} điểm Tấn công Khiên Ti.,1,43200.0,1
102353,Hiệu ứng Huệ Lại Ẩm,Tăng {PRO_ATK_C} điểm Tấn công Khiên Ti.,1,43200.0,1
102354,Hiệu quả của Tuệ Lại Ẩm,Tăng {PRO_ATK_C} điểm Tấn công Khiên Ti.,1,43200.0,1
102355,Hiệu quả của Huệ Lại Ẩm,Tăng {PRO_ATK_C} điểm Tấn công Khiên Ti.,1,43200.0,1
102356,Hiệu ứng Huệ Lại Ẩm,Tăng {PRO_ATK_C} điểm Tấn công Khiên Ti.,1,43200.0,1
102360,Hiệu ứng Tâm Âm Ẩm,Tăng {PRO_ATK_D} điểm tấn công Chặt Gỗ.,1,43200.0,1
102361,Hiệu ứng Tâm Âm Ẩm,Tăng {PRO_ATK_D} điểm tấn công chặt gỗ.,1,43200.0,1
102362,Hiệu ứng Tâm Âm Ẩm,Tăng thêm {PRO_ATK_D} điểm tấn công chặt gỗ.,1,43200.0,1
102363,Hiệu ứng Tâm Âm Ẩm,Tăng {PRO_ATK_D} điểm tấn công Chặt Gỗ.,1,43200.0,1
102364,Hiệu ứng Tâm Âm Ẩm,Tăng thêm {PRO_ATK_D} điểm tấn công chặt gỗ.,1,43200.0,1
102365,Hiệu quả Tâm Âm Ẩm,Tăng {PRO_ATK_D} điểm tấn công chặt gỗ.,1,43200.0,1
102366,Hiệu ứng Tâm Âm Ẩm,Tăng {PRO_ATK_D} điểm tấn công chặt gỗ.,1,43200.0,1
102370,Hiệu ứng uống Tức Chấn,Tăng thêm {PRO_ATK_E} điểm tấn công Phá Trúc.,1,43200.0,1
102371,Hiệu ứng của Tức Chấn Ẩm,Tăng {PRO_ATK_E} điểm tấn công Phá Trúc.,1,43200.0,1
102372,Hiệu quả của Hấp Trấn Ẩm,Tăng {PRO_ATK_E} điểm tấn công Phá Trúc.,1,43200.0,1
102373,Hiệu ứng Hấp Trấn Ẩm,Tăng {PRO_ATK_E} điểm tấn công Phá Trúc.,1,43200.0,1
102374,Hiệu ứng của Tức Chấn Ẩm,Tăng {PRO_ATK_E} điểm tấn công Phá Trúc.,1,43200.0,1
102375,Hiệu quả của Tức Chấn Ẩm,Tăng thêm {PRO_ATK_E} điểm tấn công Phá Trúc.,1,43200.0,1
102376,Hiệu ứng Hấp Chấn Ẩm,Tăng thêm {PRO_ATK_E} điểm tấn công Phá Trúc.,1,43200.0,1
102377,Đói Khát · Tầng Hai,Giới hạn Khí Tức giảm 10%.,1,-1.0,0
102378,Đói khát · Tam Trọng,Giảm 5% giới hạn Khí Huyết.,1,-1.0,0
102379,Đói khát · Tầng một,Tốc độ hồi phục khí tức giảm 10%.,1,-1.0,0
102380,Miễn nhiễm bệnh tật do ngã,,1,3.0,0
102381,Miễn nhiễm thương tật do ngã bệnh,Tạm thời miễn trừ độc tính của Hoa Mạn Đà La.,1,180.0,0
102382,Độc hoa nhập tủy,Độc hoa đã ăn sâu vào tủy.,1,20.0,0
102383,Chuông Trấn Ma,"Bị tiếng chuông ảnh hưởng, khí huyết và khả năng gây sát thương của thủ lĩnh thần bí đã bị giảm mạnh!",1,-1.0,0
102386,Tâm ma sinh sôi,Khí tức cực kỳ mạnh mẽ! Hiệu quả hồi máu nhận được khi giao chiến với kẻ địch này sẽ bị giảm mạnh!,1,-1.0,0
102387,Tâm Ma · Giảm hồi phục,"Bị ảnh hưởng bởi khí tức của thủ lĩnh bí ẩn, hiệu quả trị liệu nhận được giảm 80%! (Xóa sau khi chết)",1,-1.0,0
102396,Hiệu ứng Vạn Tượng Ẩm,Tăng {PRO_ATK_A} điểm tấn công Minh Kim.,1,-1.0,0
102397,Hiệu ứng Mạch Lưu Ẩm,Tăng {PRO_ATK_B} điểm Tấn công Liệt Thạch.,1,-1.0,0
102400,Cường hóa Tấn công,Tấn công Ngoại Công tăng 4%.,2,18000.0,0
102401,Tăng cường thuộc tính,Tăng 15% toàn bộ thuộc tính Tấn công.,2,18000.0,0
102402,Tăng cường Bạo Kích,"Khi đánh trúng chính xác sẽ tăng 6% tỷ lệ Bạo Kích, tăng 10% sát thương Bạo Kích.",2,18000.0,0
102403,Cường hóa Hội Ý,"Tỷ lệ Hội Ý tăng 2%, Sát thương Hội Ý tăng 5%.",2,18000.0,0
102404,Cường hóa Kỹ năng Tích Lũy,Tăng 10% sát thương gây ra bởi Kỹ năng Trọng Kích.,2,18000.0,0
102405,Kỹ năng chủ động cường hóa,Tăng 6.5% sát thương gây ra bởi võ học kỹ.,2,18000.0,0
102406,Cường hóa Khinh Kích / Trọng Kích,Sát thương gây ra bởi đòn tấn công nhẹ và nặng tăng 10%.,2,18000.0,0
102407,Cường hóa Khí Huyết,Tăng 5% tối đa sinh lực.,2,18000.0,0
102408,Cường hóa phòng ngự,Phòng ngự Ngoại Công tăng 10%.,2,18000.0,0
102409,Tăng Kháng Ngoại Công,Kháng ngoại công tăng 10.,2,18000.0,0
102410,Đánh bại hồi phục,Mỗi lần đánh bại kẻ địch sẽ hồi phục ngay 2% khí huyết.,2,18000.0,0
102411,Cường hóa thể chất,Tăng {CON} điểm thể chất.,1,-1.0,1
102412,Hiệu ứng Cất Cờ Lệnh,Tăng thêm {MIN_PRO_ATK_A} điểm tấn công Minh Kim tối thiểu.,1,-1.0,1
102413,Ngự Cường Hóa,Tăng {AGI} điểm.,1,-1.0,1
102414,Hiệu ứng Trống Hiệu Triệu,Tăng thêm {MAX_PRO_ATK_A} điểm tấn công tối đa.,1,-1.0,1
102415,Cường hóa sức mạnh,Tăng {STR} điểm sức mạnh.,1,-1.0,1
102416,Hiệu ứng Liệt Thạch,Tăng thêm {MIN_PRO_ATK_B} điểm #Y Tấn công Liệt Thạch#E tối thiểu của Liệt Thạch.,1,-1.0,1
102417,Tăng cường Nhanh nhẹn,Tăng {CRI} điểm.,1,-1.0,1
102418,Hiệu ứng Nứt Đá,Tăng thêm {MAX_PRO_ATK_B} điểm Tấn công Liệt Thạch tối đa.,1,-1.0,1
102419,Cường hóa thế,Tăng {BAS} điểm thế lực.,1,-1.0,1
102420,Hiệu ứng kéo dây,Tăng {MIN_PRO_ATK_C} điểm Tấn công Khiên Ti tối thiểu.,1,-1.0,1
102421,Phòng ngự cường hóa,Tăng {W_DEF} điểm Phòng ngự Ngoại Công.,1,-1.0,1
102422,Hiệu ứng Khiên Ti,Tăng thêm {MAX_PRO_ATK_C} điểm Tấn công Khiên Ti tối đa.,1,-1.0,1
102423,Cường hóa Tấn công,Tăng thêm {MIN_W_ATK} điểm Tấn công Ngoại Công tối thiểu.,1,-1.0,1
102424,Cường hóa Bạo Kích,Tăng {ATK_CRI_VALUE} điểm giá trị Bạo Kích tấn công.,1,-1.0,1
102425,Tăng cường tấn công,Tăng thêm {MAX_W_ATK} điểm Tấn công Ngoại Công tối đa.,1,-1.0,1
102426,Hội Ý Cường Hóa,Tăng {BASH_VALUE} điểm Hội Ý Trị.,1,-1.0,1
102450,Cường Hóa Tấn Công,Tấn công Ngoại Công tăng 8%.,1,18000.0,0
102451,Tăng cường thuộc tính Tấn công,Toàn bộ thuộc tính tấn công tăng 30%.,1,18000.0,0
102452,Tăng cường Bạo Kích,"Khi đánh trúng mục tiêu, tỷ lệ Bạo Kích tăng 12%, sát thương Bạo Kích tăng 20%.",1,18000.0,0
102453,Hội Ý Cường Hóa,"Tỷ lệ Hội Ý tăng 4%, Sát thương Hội Ý tăng 10%.",1,18000.0,0
102454,Cường hóa Kỹ năng Trọng Kích,Kỹ năng Trọng Kích gây sát thương tăng 20%.,1,18000.0,0
102455,Kỹ năng chủ động cường hóa,Tăng 13% sát thương gây ra bởi kỹ năng võ học.,1,18000.0,0
102456,Cường hóa Khinh Kích / Trọng Kích,Tăng 20% sát thương gây ra bởi đòn tấn công nhẹ và nặng.,1,18000.0,0
102457,Cường hóa Khí Huyết,Tăng 10% giá trị máu tối đa.,1,18000.0,0
102458,Cường hóa phòng ngự,Phòng ngự Ngoại Công tăng 20%.,1,18000.0,0
102459,Kháng Cự Chính Xác Cường Hóa,Kháng tính Ngoại Công tăng 20.,1,18000.0,0
102460,Đánh bại hồi phục,Mỗi lần đánh bại kẻ địch lập tức hồi phục 4% khí huyết.,1,18000.0,0
102501,Tăng cường Bạo Kích,"Khi đánh trúng mục tiêu, tỷ lệ Bạo Kích tăng 10%, sát thương Bạo Kích tăng 20%.",1,18000.0,0
102502,Cường hóa Né tránh,"Giảm 10% tiêu hao thể lực khi né tránh, giảm 10% sát thương sau khi né tránh, duy trì 10 giây.",1,18000.0,0
102503,Giải thế cường hóa,"Trong vòng 10 giây sau khi giải trừ thế lực thành công, tất cả sát thương nhận vào giảm 30%, đồng thời tất cả sát thương gây ra tăng 10%.",1,18000.0,0
102504,Tích Lũy Cường Hóa,"Sát thương gây ra bởi Kỹ năng Trọng Kích tăng 15%, đồng thời tiêu hao thể lực giảm 50%.",1,18000.0,0
102505,Cường hóa đỡ đòn,"Chặn đỡ thành công không còn tiêu hao thể lực, hiệu quả giảm sát thương tăng thêm 10%.",1,18000.0,0
102506,Cường hóa Phá Khí,"Sát thương Chân Khí tăng 10%, đồng thời sát thương gây ra bởi Kỹ Năng Quyết Đấu tăng 20%.",1,18000.0,0
102507,Cường hóa Ý Cảnh,"Tỷ lệ Hội Ý tăng 5%, Sát thương Hội Ý tăng 10%.",1,18000.0,0
102508,Hồi phục thể lực,"Tốc độ hồi phục thể lực tăng 20%. Tất cả sát thương gây ra sau khi né tránh tăng 10%, tốc độ di chuyển tăng 20%, duy trì 5 giây.",1,18000.0,0
102509,Tăng cường thuộc tính Tấn công,"Ngẫu nhiên tăng 200 điểm một loại thuộc tính Tấn công, hiệu quả làm mới sau mỗi 20 giây.",1,18000.0,0
102510,Không có hiệu quả,Không có hiệu ứng ngộ ra linh quang.,1,-1.0,0
102601,Né tránh Giảm sát thương,"Giảm 10% sát thương, duy trì 10 giây.",1,10.0,0
102602,Tăng cường thành công Giải Thế,"Tăng 10% sát thương, giảm 30% sát thương nhận vào, duy trì 5 giây.",1,10.0,0
102604,Tăng cường né tránh,增伤10%，移速增加20%，持续5秒。,1,5.0,0
102605,Cường hóa Minh Kim,Tấn công bằng Còi Trận tăng 200 điểm,1,20.0,0
102606,Liệt Thạch Cường Hóa,Tấn công Liệt Thạch tăng {0} điểm,1,20.0,0
102607,Khiên Ti Cường Hóa,Tấn công Khiên Ti tăng 200 điểm,1,20.0,0
102608,Tăng cường thuộc tính Tấn công,,1,1.0,0
102611,Nguồn bức xạ,,1,12.0,0
102612,Nguồn bức xạ,,1,1.0,0
102613,Vương Hạo Vũ,,1,1.0,0
102701,Giảm hồi chiêu,Thời gian hồi chiêu kỹ năng chủ động võ học giảm 20%.,1,18000.0,0
102702,Tiết kiệm thể lực,Kỹ năng Trọng Kích và kỹ năng né tránh tiêu hao thể lực giảm 20%.,1,18000.0,0
102703,Né tránh cường hóa,Thời gian bất tử của kỹ năng né tránh tăng 50%.,1,18000.0,0
102704,Giải Thế Cường Hóa,Thời gian mục tiêu có thể bị hóa giải lực lượng tăng thêm 50%.,1,18000.0,0
102705,Cường hóa Né tránh,"Sau khi sử dụng kỹ năng né tránh, tất cả sát thương gây ra trong vòng 10 giây tăng 5%.",2,18000.0,0
102706,Giải Thế Cường Hóa,"Trong vòng 5 giây sau khi giải trừ thế lực thành công, tất cả sát thương gây ra tăng 10%.",2,18000.0,0
102707,Hồi phục Khí Huyết,Hồi phục ngay lập tức 20% khí huyết.,1,18000.0,0
102755,Né Tránh Cường Hóa,"Trong vòng 10 giây sau khi sử dụng kỹ năng né tránh, tất cả sát thương gây ra tăng thêm 10%.",1,18000.0,0
102756,Giải Thế Cường Hóa,"Trong vòng 5 giây sau khi hóa giải thành công, tất cả sát thương gây ra tăng 20%.",1,18000.0,0
102801,Tăng sát thương,"Sát thương tăng 10%, duy trì 10 giây",1,10.0,0
102802,Tăng sát thương,"Tăng 10% sát thương, duy trì 5 giây",1,5.0,0
102803,Hồi phục Khí Huyết,Hồi phục ngay 10% khí huyết.,1,2.0,0
102851,Tăng sát thương,"Sát thương tăng 20%, duy trì 10 giây",1,10.0,0
102852,Tăng sát thương,"Tăng sát thương 20%, duy trì 5 giây",1,5.0,0
102853,Kỹ năng chiến đấu bách nghiệp,"Cưỡi Husky, đưa chúng lên trời!",1,120.0,0
102854,Kỹ năng Bách Nghiệp Chiến,,1,120.0,0
103001,Thử nghiệm tăng Ngoại Công,Tấn công Ngoại Công +1000,1,-1.0,0
103002,Thử nghiệm dùng tiếng chiêng tấn công để tăng cường,Tấn công Minh Kim +1000,1,-1.0,0
103003,Thử nghiệm tăng cường Tấn công Liệt Thạch,Tấn công Liệt Thạch #Y+1000#E,1,-1.0,0
103004,Thử nghiệm tăng cường tấn công bằng dây tơ,Tấn công Khiên Ti +1000,1,-1.0,0
103005,Thử nghiệm tăng cường tấn công chém gỗ,Chặt gỗ +1000,1,-1.0,0
103006,Tăng cường tấn công Phá Trúc dùng để kiểm tra,Tấn công Phá Trúc +1000,1,-1.0,0
103007,Tấn công Minh Kim 1 đổi 1,"Sát thương ngoại công giảm, tấn công Minh Kim tăng",1,-1.0,0
103008,Tấn công Liệt Thạch,"Sát thương ngoại công giảm, Tấn công Liệt Thạch tăng",1,-1.0,0
103011,Điểm yếu sơ cấp: Minh Kim,"Sát thương nhận vào từ Tiếng Cồng tăng lên, sát thương nhận vào từ thuộc tính khác hơi giảm",1,-1.0,0
103012,Điểm yếu sơ cấp: Liệt Thạch,"Sát thương Đá Nứt nhận được tăng lên, sát thương thuộc tính khác giảm nhẹ",1,-1.0,0
103013,Điểm yếu Sơ cấp: Khiên Ti,"Sát thương từ Khiên Ti nhận được tăng lên, các thuộc tính khác bị thương giảm nhẹ",1,-1.0,0
103015,Điểm yếu Sơ cấp: Phá Trúc,"Sát thương Phá Trúc nhận vào tăng, các thuộc tính sát thương khác giảm nhẹ",1,-1.0,0
103021,Điểm Yếu Trung Cấp: Minh Kim,"Sát thương từ Tiếng Cồng tăng lên, sát thương nhận vào từ các thuộc tính khác giảm đáng kể",1,-1.0,0
103022,Điểm Yếu Trung Cấp: Liệt Thạch,"Sát thương từ Đá Nứt tăng lên, các thuộc tính khác giảm đáng kể khi bị thương",1,-1.0,0
103023,Điểm yếu Trung cấp: Mắc Tơ,"Sát thương dây tơ phải chịu tăng lên, các thuộc tính khác khi bị thương giảm đáng kể",1,-1.0,0
103025,Điểm yếu Trung cấp: Phá Trúc,"Sát thương Phá Trúc tăng lên, các thuộc tính khác giảm đáng kể khi bị thương",1,-1.0,0
103031,Điểm yếu cao cấp: Minh Kim,"Sát thương nhận được từ tiếng chiêng tăng lên, sát thương nhận từ các thuộc tính khác giảm mạnh",1,-1.0,0
103032,Điểm yếu cao cấp: Liệt Thạch,"Tăng sát thương nhận phải từ Đá Nứt, giảm mạnh sát thương nhận từ các thuộc tính khác",1,-1.0,0
103033,Điểm yếu cao cấp: Khiên Ti,"Sát thương Tơ Lụa nhận được tăng lên, các thuộc tính khác khi bị thương giảm mạnh",1,-1.0,0
103035,Điểm yếu cao cấp: Phá Trúc,"Sát thương Phá Trúc nhận được tăng lên, các thuộc tính khác bị giảm đáng kể khi chịu sát thương",1,-1.0,0
103050,Kịch độc,"Khi tích lũy độc tính đầy, liên tục chịu sát thương Khí Huyết.",1,20.0,0
103051,Ẩn Thân,,1,10.0,0
103052,Làm mù,"Bị khói mù kỳ thuật quấy nhiễu tầm nhìn, không thể nhìn rõ đơn vị xung quanh",1,25.0,0
103054,Giết trong nháy mắt,,1,3.0,0
103055,Vô Hạn Khí Dũng,,1,-1.0,0
103056,Định thân,"Bị định thân, không thể di chuyển hoặc thi triển hầu hết các kỹ năng",1,8.0,0
103057,Hàn Hương Tầm miễn khống mất thù hận,,1,-1.0,0
103058,Định thân,"Bị định thân, không thể di chuyển hoặc tung ra phần lớn kỹ năng",1,3.0,0
103059,100% sát thương Chân Khí,,10,0.5,0
103060,Ta là tha mạng,,1,-1.0,0
103061,Khóa máu 20,,1,-1.0,0
103062,Bộc phát,Khí tức cực kỳ mạnh mẽ!,1,-1.0,0
103063,Vô địch,,1,-1.0,0
103064,Gỡ bỏ võ,"Bị gỡ bỏ vũ khí, không thể hành động",1,5.0,0
104001,Độ thân thiết,Tăng 10% độ hảo cảm nhận được từ người khác,1,1200.0,0
