buff_id,buff_name_text,buff_detail_text,buff_type,buff_maxtime,buff_show_flag
109711,Soul-Shaken,"Increases all damage over time and high Bleed damage taken by #Y10%#E for #Y10#E seconds, stacking up to #Y5#E times.",1,10,0
109900,Affinity Mastery,"Increases Affinity Rate by 15%. After using a Dual-Weapon Skill, gain an additional 20% Affinity Rate for 10 seconds.",2,-1,1
109901,Charge Mastery,Increases Charged Skill damage by 15% and grants 15% Lifesteal.,2,-1,1
109902,Critical Mastery,"After dodging, increases Critical Rate by 20% for 5 seconds. Cannot stack.",2,-1,1
109903,Deflection Mastery,"After a successful deflection, increases all damage dealt by 20% for 8 seconds.",2,-1,1
109904,Fast Cooling,Reduces Martial Art Skill cooldown by 15%. Casting a Dual-Weapon Skill reduces the cooldowns of Martial Art Skills that are currently on cooldown by 20%.,2,-1,1
109905,Perfect Timing,"After a Precise Dodge, extends Breath-Hold duration by 50% and increases Attack by 20% for 10 seconds.",2,-1,1
109906,Parry Counter,"Increases parry DMG Reduction by 10%. After a successful parry, gains 20% HP drain for 15 seconds. This effect cannot stack and triggers once per 5 seconds.",2,-1,1
109907,Hot Pursuit,"For each enemy defeated, increases Affinity Rate by 3% and Critical Rate by 6% for 8 seconds. Duration resets on refresh, stacks up to 5 times.",2,-1,1
109908,Escalation,"When your HP is above 80% / 50% / 30%, defeating an enemy restores 15 / 10 / 5 extra Vitality. Mystic Skills damage increases by 25%.",2,-1,1
109909,Endless Rage,"After a successful deflection or Precise Dodge, gain +8% Attack and -5% Defense for 20 seconds. Duration resets on refresh, stacks up to 5 times.",2,-1,1
109910,Affinity Mastery II,Increases Affinity Damage by 50%.,2,-1,1
109911,Charge Mastery II,"Further increases Charged Skill damage by 10%, and reduces Endurance cost by 50%.",2,-1,1
109912,Critical Mastery II,Increases Critical Damage by 25%; reduces Endurance cost of Dodge Skills by 30%.,2,-1,1
109913,Deflection Mastery II,"Increases the window during which a target can be deflected by 50%, successful deflection increases Qi damage by 20%.",2,-1,1
109914,Fast Cooling II,Increases the damage of Martial Art Skills and Special Skills by 20%.,2,-1,1
109915,Perfect Timing II,"Extends Dodge Skill invincibility frames by 50%, Precise Dodge restores 5% of Max HP.",2,-1,1
109916,Parry Counter II,Successful parries no longer consume Endurance and reduce the target's Defense by 20% for 15 seconds. This effect cannot stack and triggers once per 5 seconds.,2,-1,1
109917,Hot Pursuit II,Increases Affinity Damage by 25% and Critical Damage by 30%.,2,-1,1
109918,Escalation II,Extra Vitality restoration increased to 20 / 15 / 10. Mystic Skills now add 15% Lifesteal when dealing damage.,2,-1,1
109919,Endless Rage II,"After using an Execution Skill, reduce damage taken by 80% for 10 seconds.",2,-1,1
109920,Affinity Boost,Increases Affinity Rate by a further 20%.,1,10,0
109921,Critical Boost,Increases Critical Rate by 20%.,1,5,0
109922,Damage Boost,Increases all damage dealt by 20%.,1,8,0
109923,Attack Boost,Increases Attack by 20%.,1,10,0
109924,Defense Down,Reduces Defense by 20%.,1,10,0
109925,Affinity & Critical Boost,Increases Affinity Rate by 3% and Critical Rate by 6%.,1,8,0
109926,Attack Boost,Increases Attack by 8% and reduces Defense by 5%.,1,20,0
109927,DMG Reduction,Reduces damage taken by 80%,1,10,0
109928,Defense Down,Reduces Defense by 20%.,1,15,0
109929,HP Drain,Gain 20% HP drain.,1,15,0
110001,Veil of Stillness,"Hide yourself, reducing the detection range of certain enemies.",,-1,0
120001,Unfading Flower,,2,-1,1
120002,Unfading Flower,,2,-1,1
120004,,Gain #Y8%#E Critical Rate bonus,2,10,0
120007,,Gain #Y10%#E Physical Penetration bonus,2,8,0
120008,Mistwillow,"After a Light Attack/Airborne Light Attack, Heavy Attack/Airborne Heavy Attack damage is increased #Y12%#E, lasting #Y10#E seconds. The reverse is also true. Particularly, after a Heavy Attack/Airborne Heavy Attack, Light Attack Charged Attack damage is increased #Y12%#E.",2,-1,1
120009,Mistwillow,Heavy Attack and Airborne Heavy Attack gain #Y12%#E DMG Bonus.,1,10,0
120010,Mistwillow,"Light Attack, Airborne Light Attack, and Light Attack Charge gain #Y12%#E DMG Bonus.",1,10,0
120011,Beyond the Chill,"After entering combat, if no damage is taken for #Y10#E seconds, gain Beyond the Chill: Reduces the next damage taken and all damage taken within #Y2#E seconds afterward by #Y40%#E. Beyond the Chill is removed upon leaving combat.",2,-1,1
120012,Beyond the Chill,Reduces the next damage taken and all damage taken within #Y2#E seconds afterward by #Y40%#E. Removed upon leaving combat.,2,-1,2
120013,Beyond the Chill,Reduce all damage taken by #Y40%#E.,1,2,0
130001,Precision Resistance Enhancement,Precision Resistance Enhancement,2,-1,1
130002,Critical Resistance Enhancement,Critical Resistance Enhancement,2,-1,1
130003,Affinity Resistance Enhancement,Affinity Resistance Enhancement,2,-1,1
130004,Precision Rate Enhancement,Precision Rate Enhancement,2,-1,1
130005,Critical Rate Enhancement,Critical Rate Enhancement,2,-1,1
130006,Affinity Rate Enhancement,Affinity Rate Enhancement,2,-1,1
130007,Abrasion Conversion Enhancement,Abrasion Conversion Enhancement,2,-1,1
130020,Physical Resistance Enhancement,Physical Resistance Enhancement,2,-1,1
130021,Bellstrike Resistance Enhancement,Bellstrike Resistance Enhancement,2,-1,1
130022,Stonesplit Resistance Enhancement,Stonesplit Resistance Enhancement,2,-1,1
130023,Bamboocut Resistance Enhancement,Bamboocut Resistance Enhancement,2,-1,1
130024,Silkbind Resistance Enhancement,Silkbind Resistance Enhancement,2,-1,1
130040,Physical Penetration Enhancement,Physical Penetration Enhancement,2,-1,1
130041,Bellstrike Penetration Enhancement,Bellstrike Penetration Enhancement,2,-1,1
130042,Stonesplit Penetration Enhancement,Stonesplit Penetration Enhancement,2,-1,1
130043,Bamboocut Penetration Enhancement,Bamboocut Penetration Enhancement,2,-1,1
130044,Silkbind Penetration Enhancement,Silkbind Penetration Enhancement,2,-1,1
130101,Conversion Enhancement,Increases damage dealt by 10% for 5 seconds after casting a Dual-Weapon Skill,2,-1,1
130102,Low HP Protection,Reduces damage taken by 30% when HP is below 25%,2,-1,1
130103,Execution Enhancement,Increases the damage of Execute Skill to 25% (from 15%),2,-1,1
130104,Low Qi Protection - Main Buff,Restores 2 Qi per second (same amount as out of combat Qi recovery) when Qi is below 30%,2,-1,1
130105,"""Guarding Qi Core""","Become immune to fatal damage once, then recover 20% HP, and become immune to all damage for 1 second. Can only trigger once per battle.",2,-1,1
130106,Light/Heavy Attack Damage Boost,Light/Heavy Attack Damage Boost,2,-1,1
130107,Max HP Boost,Max HP Boost,2,-1,1
130108,Damage Boost,Increases damage dealt by 10%,1,5,0
130109,Guarding Qi Core,Recover 20% HP and become immune to damage for 1 second.,1,1,0
130110,Low Qi Protection - Sub Buff,Restores 2 Qi per second (same amount as out of combat Qi recovery) when Qi is below 30%,2,-1,1
140100,The Void King - Mark Buff,Deal increased damage and healing in the battle against The Void King in Online Mode.,2,-1,1
140101,The Void King - Hero's Realm Talent 1,Deal increased damage and healing in the battle against The Void King in Online Mode.,2,-1,1
140102,The Void King - Hero's Realm Talent 2,Deal increased damage against The Void King in Online Mode when he becomes Exhausted.,2,-1,1
140103,The Void King - Hero's Realm Talent 3,Take reduced damage when knocked away by The Void King's wind zone.,2,-1,1
140200,Lucky Seventeen - Mark Buff,Deal increased damage and healing in the battle against Lucky Seventeen in Online Mode.,2,-1,1
140201,Lucky Seventeen - Hero's Realm Talent 1,Deal increased damage and healing in the battle against Lucky Seventeen in Online Mode.,2,-1,1
140202,Lucky Seventeen - Hero's Realm Talent 2,Deal increased damage against Lucky Seventeen in Online Mode when he becomes Exhausted.,2,-1,1
140203,Lucky Seventeen - Hero's Realm Talent 3,Deal increased damage against the sword summoned by Lucky Seventeen.,2,-1,1
140300,Ye Wanshan - Mark Buff,Deal increased damage and healing in the battle against Ye Wanshan in Online Mode.,2,-1,1
140301,Ye Wanshan - Hero's Realm Talent 1,Deal increased damage and healing in the battle against Ye Wanshan in Online Mode.,2,-1,1
140302,Ye Wanshan - Hero's Realm Talent 2,Deal increased damage against Ye Wanshan in Online Mode when he becomes Exhausted.,2,-1,1
140303,Ye Wanshan - Hero's Realm Talent 3,Chance to reduce twice the War's Fury when killing a Phantom Cavalry while mounted.,2,-1,1
140400,Donkey Daoist - Mark Buff,Deal increased damage and healing in the battle against Donkey Daoist in Online Mode.,2,-1,1
140401,Donkey Daoist - Hero's Realm Talent 1,Deal increased damage and healing in the battle against Donkey Daoist in Online Mode.,2,-1,1
140402,Donkey Daoist - Hero's Realm Talent 2,Deal increased damage against Donkey Daoist in Online Mode when he becomes Exhausted.,2,-1,1
140403,Donkey Daoist - Hero's Realm Talent 3,Increase HP drain when damaging the donkey.,2,-1,1
140500,Murong Yuan - Mark Buff,Deal increased damage and healing in the battle against Murong Yuan in Online Mode.,2,-1,1
140501,Murong Yuan - Hero's Realm Talent 1,Deal increased damage and healing in the battle against Murong Yuan in Online Mode.,2,-1,1
140502,Murong Yuan - Hero's Realm Talent 2,Deal increased damage against Murong Yuan in Online Mode when she becomes Exhausted.,2,-1,1
140503,Murong Yuan - Hero's Realm Talent 3,Take reduced damage from the wooden eagle and explosive barrel in the battle against Murong Yuan in Online Mode.,2,-1,1
140601,Season 1 - 5-Player Hero's Realm Talent - Phase 1,Chance to gain bonus Appearance Chests in Sword Trial dungeons.,2,-1,1
140602,Season 1 - 5-Player Hero's Realm Talent - Phase 2,Chance to gain bonus Appearance Chests in Sword Trial dungeons.,2,-1,1
140603,Season 3 - 5-Player Dungeon Hero's Realm Talent - Phase 3,Chance to gain bonus Appearance Chests in Sword Trial dungeons.,2,-1,1
140701,Season 1 - Weekly Hero's Realm Talent - Phase 1,Chance to gain bonus Tuning Stones in Hero's Realm.,2,-1,1
140702,Season 1 - Weekly Hero's Realm of Talent - Phase 2,Chance to gain bonus Tuning Stones in Hero's Realm.,2,-1,1
140801,Season 1 - Weekly Dungeon 2 Hero's Realm Talent - Phase 1,Chance to gain bonus gear in Hero's Realm.,2,-1,1
140802,Season 1 - Weekly Dungeon 2 Hero's Realm Talent - Phase 2,Chance to gain bonus gear in Hero's Realm.,2,-1,1
140900,Kun the Youngest - Mark Buff,Deal increased damage and healing in the battle against Kun the Youngest in Online Mode.,2,-1,1
140901,Kun the Youngest - Hero's Realm Talent 1,Deal increased damage and healing in the battle against Kun the Youngest in Online Mode.,2,-1,1
140902,Kun the Youngest - Hero's Realm Talent 2,Deal increased damage against Kun the Youngest in Online Mode when he becomes Exhausted.,2,-1,1
140903,Kun the Youngest - Hero's Realm Talent 3,Reduces the damage taken from Kun the Youngest with Golden Ball.,2,-1,1
141000,Ghost Master - Mark Buff,Deal increased damage and healing in the battle against Ghost Master in Online Mode.,2,-1,1
141001,Ghost Master - Hero's Realm Talent 1,Deal increased damage and healing in the battle against Ghost Master in Online Mode.,2,-1,1
141002,Ghost Master - Hero's Realm Talent 2,Deal increased damage against Ghost Master in Online Mode when he becomes Exhausted.,2,-1,1
141003,Ghost Master - Hero's Realm Talent 3,Deal increased damage against the sedan in the Online Mode Ghost Master battle.,2,-1,1
200001,Health Pill,,1,0.6,0
200002,Steamed Bun,,1,3,0
200003,Charm,,1,10,0
200004,Burning,,1,-1,0
200005,Agile,Increases Movement Speed by 10%.,1,10,0
200006,Robust,Reduces the chance to get ill by 10%.,1,10,0
200007,Exhausted,,1,30,0
200008,Curse,,1,10,0
200009,Fully restores inner energy,,1,1,1
200010,Cannot be Selected,,1,40,1
200011,Cannot be Selected,,1,30,1
200012,Cannot be Selected,,1,-1,1
200013,Heal Enhancement,,1,-1,1
200014,Super Armor,,1,2,1
200015,Kidnap,"You are kidnapped. Wait for someone else to free you, or try to struggle to break free.",1,600,0
200016,Entrance Invisibility,,1,14,1
200017,Wait,,1,3.7,0
200018,Reduce skill cooldown,,1,-1,1
200019,Alert,,1,2,0
200020,Assault,"Attack aggressively, increasing the HP and Qi damage dealt by 50%",1,-1,0
200021,Call Out,,1,4,1
200022,Call Out,,1,1,1
200023,Call Out,,1,3,1
200024,Call Out,,1,2.5,1
200025,Disable Collision,,1,-1,1
200026,Sword Slash,,1,-1,0
200027,Exhausted,,1,-1,0
200028,Immobilized,Immobilized; unable to move or cast most skills,1,15,0
200029,Assault,"Attack aggressively, increasing the HP and Qi damage dealt by 300%",1,-1,0
200030,Danger,,1,1,1
200031,Death Immunity,,1,-1,1
200032,Danger,,1,1,1
200033,Curse,,1,10,1
200034,Dodge,,1,2,1
200035,Rainy Day,,1,5.11,0
200036,Apricot Blossoms,,1,5.11,0
200037,Super Armor,,1,1.5,1
200038,Super Armor,,1,-1,1
200039,Airborne Enhancement,Moon Shatter Spring also Immobilizes the target.,1,6,0
200040,Stun,"Being stunned, unable to move or cast most skills",1,1.5,0
200041,Enhance,,1,4,0
200042,Stun,"Being stunned, unable to move or cast most skills",1,1,0
200043,Tired,,1,8,0
200044,Smiley Face,Smiley Face,1,15,0
200045,Cry Face,Cry Face,1,15,0
200046,Slow Down,Movement Speed reduced by 25%,1,5,0
200047,Immobilized,Immobilized; unable to move or cast most skills,1,0.05,0
200048,Immobilized,Immobilized; unable to move or cast most skills,1,2,0
200049,Petal,"The Petal Mark of Martial Art - Blossom Storm. At five stacks, it can be detonated by Special Skill, dealing bonus damage.",1,8,0
200050,Max Petal,"The Petal Mark of Martial Art - Blossom Storm. At max stacks, it can be detonated by Special Skill, dealing bonus damage.",1,6,1
200051,Petal Explosion I,,1,6,1
200052,Explosion II Mark,The first detonation mark of Blossom Storm's petals. Can be detonated again by Endless Banter of Martial Art - Valley Bamboo.,1,6,1
200053,Explosion II,,1,6,1
200054,Airborne,Airborne. Unable to move,1,10,0
200055,Binding,Binding. Take HP damage over time,1,6,0
200056,Blooming Love,,1,7,1
200057,Moonveil Ford Ferry,"Under this state, all your group healing skills also damage the enemy targets within range for an amount equal to the healing done.",1,10,0
200058,Binding,,1,6,1
200059,Shield,Shield,1,8,0
200060,Threading,"Under this state, you grant a bonus HP shield when an ally casts Entwined Soul.",1,8,0
200061,Super Armor,,1,6,1
200062,Replace,,1,6,1
200063,Super Armor,,1,-1,1
200064,Enhance,"Attack aggressively, increasing the HP and Qi damage dealt by 30%",1,12,1
200065,Poison,"Snake Venom: Deals HP damage over time, stacking up to 10 times.",1,5,0
200066,Super Armor,,1,-1,1
200067,Flame,,1,-1,1
200068,Ice,,1,-1,1
200069,Flame Serpent Tongue,Flame Serpent Tongue: Become immune to Serpent's Grasp's poison for 10 seconds.,1,10,0
200070,Cold Serpent Tongue,Cold Serpent Tongue: Your attacks also drain HP for 10 seconds.,1,10,0
200071,Super Armor,Super Armor: Become immune to most stagger effects and increase HP damage of attacks by 20%,1,6,0
200072,Exposed,"Weakness exposed, unable to block most stagger effects",1,1.4,1
200073,Super Armor,,1,-1,1
200074,Poison,,1,5,1
200075,Poison,,1,5,1
200076,Super Armor,Immune from crowd control effects and most stagger effects after being hit,1,1,1
200077,Parry,,1,-1,1
200078,Super Armor,,1,0.7,1
200079,DMG Reduction,,1,-1,1
200080,Marker,,1,3,1
200081,Marker,,1,3,1
200082,Marker,,1,3,1
200083,Shield,Shield,1,8,0
200084,Effect,,1,2,1
200085,Effect,,1,2,1
200086,DMG Reduction,Reduces HP damage taken by 80% for 3 seconds.,1,3,0
200087,Butterfly,,1,5.11,0
200088,Qi Regeneration,,1,1,1
200089,Endless Gale,Reduces Endurance consumption 10%.,1,5,0
200090,High-spirited,Reduces Endurance recovery by 50%,1,8,0
200091,Defensive Riposte,Reduces Max Endurance by 50%,1,8,0
200092,Sincerity,Record the maximum combo hit against targets with Sincerity,1,8,1
200093,Water Drop,Increases HP damage dealt by 10%,1,12,0
200094,Spring Surge,Increases HP damage dealt by 15%,1,12,0
200095,River Flow,Increases HP damage dealt by 20%,1,12,0
200096,Light Dust After Morning Rain,Restores HP over time.,1,6.11,0
200097,Thunderclap,Immobilized; unable to move or cast most skills,1,2,0
200098,Super Armor,Immune to most stagger effects after being hit,1,0.9,1
200099,Shield,Grants an HP shield equal to 25% of Max HP.,1,8,0
200100,Vulnerable,Increases HP and Qi damage taken by 10%.,1,8,0
200101,Flow,You can immediately cast the 2nd stage of Charged Skill within 3 seconds after Conversion,1,3,0
200102,Heal,"Your injuries give you strength. Each stack restores 0.7% of your current Max HP per second, lasting 6 seconds.",1,7.1,0
200104,Bloodbath,"Gain one stack of Last Stand for every 8% HP lost, max 5 stacks.",1,10,0
200105,Enhance,"Become enhanced, increasing the attack of all Mo Blade moves. Battle Will recovers faster.",1,8,0
200106,Cure,,1,-1,1
200107,Taunt,Gain Taunt.,1,8,0
200108,Drumbeat,Each stack reduces the damage taken by 10% for 3 seconds.,1,3,0
200109,Drumbeat,Each stack reduces the damage taken by 11% for 5 seconds.,1,5,0
200110,Tenacity,Gain Tenacity and become less likely to be staggered.,1,5,0
200111,Intimidation,,1,4,1
200112,Replace,,1,30,1
200113,Healing Reduction,Reduces all healing received by 30%,1,-1,1
200114,Tension,Reduces healing received by 60%,1,-1,1
200115,Tension Tier 2,Reduces healing received by 60% and increase damage by 30%,1,-1,1
200116,Imbalance,"Targets with max Imbalance can be knocked airborne by hidden sword or Fan attacks, taking bonus damage.",1,7,1
200117,Max Imbalance,"Targets with max Imbalance can be knocked airborne by hidden sword or Fan attacks, taking bonus damage.",1,-1,1
200118,Revive Skill Disabled,Revive Skill Disabled,2,-1,1
200119,Tension,Reduces healing received by 60%,1,-1,1
200120,Tension Tier 2,Reduces healing received by 60% and increase damage by 30%,1,-1,1
200121,Wushuang Stance,Charged Skill #YSweeping the Mountains#E enters the fast swinging phase faster.,1,10,0
200123,Empowered River Flow,Increases HP damage dealt by 25%,1,12,0
200124,Sun and Moon,"Martial Art Perception Skill, #YCelestial Riposte#E, is on cooldown.",1,60,0
200125,Thunderclap,Immobilized; unable to move or cast most skills,1,2.5,0
200127,Immobilized,Immobilized; unable to move or cast most skills,1,0.05,0
300000,Tipsy,Combat resistance slightly reduced,1,-1,0
300001,Buzzed,Combat resistance reduced,1,-1,0
300002,Wasted,Combat resistance greatly reduced,1,-1,0
300003,Cold,High chance to reject wine offered,1,-1,0
300004,Friendly,Friendly,1,-1,0
300005,Passionate,Moderate chance to reject wine offered,1,-1,0
310001,Extreme Heat,Body temperature rising due to extreme heat,1,-1,0
310002,Chilled,Body temperature dropping due to extreme cold,1,-1,0
310003,Burn,"Lit on fire, losing HP continuously",1,5.2,0
310004,Suffocation,Suffocating due to lack of oxygen,1,60,0
310005,Rheumatism,"The humidity from the thick mist has caused rheumatic pain, impairing movement",2,-1,0
310006,Asthma,"The miasma has entered body, greatly impairing breathing",2,-1,0
310007,Eating Disorder,The loss of appetite has reduced max Fullness,2,-1,0
310008,Hunger,"You feel extremely hungry. When Hunger reaches 0, you will be defeated",2,-1,0
310009,Breath Recovery,,1,4.2,1
310010,Test Buff,,1,4.2,1
310011,Consume,,1,1.2,0
310012,Illness,,1,1.2,1
310013,Illness,Eating contaminated food has resulted in vomiting and diarrhea.,1,-1,1
310014,Warm,Warm Fire Nearby,2,-1,0
310015,Consume,,1,10,0
310016,Illness,,1,1.2,0
310017,Test Buff,"Lit on fire, losing HP continuously",1,5.2,0
310018,Qi and Blood Surging,The pill of vigor has caused body temperature to rise significantly!,1,60,0
310019,HP Lock,The pill of Yin has caused body temperature to drop significantly!,1,60,0
310020,Energy Recovery,,1,2,1
310021,Mentally Exhausted,Poor rest. Energy consumption increased for a period.,1,-1,0
310022,Energy Consumption,,1,600,0
310023,Energized,Good rest. Energy consumption reduced for a period.,1,-1,0
310024,Vigor Recovery,,1,2,1
310025,Recovery,HP Recovery,1,0.1,0
310026,Beast Venom,,1,0.5,1
310027,Recovery,HP Recovery,1,2,1
310028,Recovery,HP Recovery,1,2,1
310029,Recovery,HP Recovery,1,2,1
310030,Recovery,HP Recovery,1,2,1
310031,Recovery,HP Recovery,1,2,1
310032,Recovery,HP Recovery,1,2,1
310033,Recovery,HP Recovery,1,2,1
310034,Recovery,HP Recovery,1,5.1,1
310035,Recovery,HP Recovery,1,5.1,1
310036,Recovery,HP Recovery,1,5.1,1
310037,Recovery,HP Recovery,1,5.1,1
310038,Recovery,HP Recovery,1,5.1,1
310039,Recovery,HP Recovery,1,5.1,1
310040,Recovery,HP Recovery,1,5.1,1
310041,Recovery,HP Recovery,1,5.1,1
310050,Heal the Land,,1,3.1,0
310051,Heal the Land,,1,3.1,0
310052,Heal the Land,,1,3.1,0
310053,Heal the Land,,1,3.1,0
310054,Heal the Land,,1,3.1,0
310100,Disguise,,1,10,0
310105,Alertness,,1,5,0
310109,Rally,,1,-1,1
310110,Gelsemium Poison Mist,,1,2,1
310111,Strange Poison,"Poisoned with ""Gelsemium,"" mind impaired. Occasionally causes fainting.",1,-1,0
310112,Stun,Stun,1,2,1
310113,Burn,"Lit on fire, losing HP continuously",1,5.2,0
310120,Heartbreak Poison Mist,,1,2,1
310130,Throat-Seal Poison Mist,,1,2,1
310131,Strange Poison,"Poisoned with ""Throat-Seal."" Occasionally causes inability to speak.",1,-1,0
310132,Throat-Seal Poison Mist,Cannot Speak,1,10,1
310133,Campfire,The campfire has increased your Cold Resistance and Cold Endurance Recovery.,2,-1,0
310134,Frostbite,Frostbite,1,60,0
310135,Trick: Cold Resistance,Ensure Player Remains Unaffected,2,1200,1
310136,Trick: Cold Resistance 2,Ensure Player Remains Unaffected,2,1200,1
310137,Trick: Cold Resistance 3,Ensure Player Remains Unaffected,2,1200,0
310138,Disoriented,"Become disoriented, frequently dazed and cannot tell directions",1,-1,1
310139,Disoriented,"Become disoriented, frequently dazed and cannot tell directions",1,5,0
310140,Disoriented,,1,2,1
310141,Test Buff,Test,1,20,0
310142,Endangered,You are endangered and will be defeated when your breath runs out. You can call friends for help.,1,-1,0
310143,Exhilaration,Exhilaration,1,30,0
310144,Heater,The advanced heater has increased your Cold Resistance by 90 and restored your Cold Endurance.,2,-1,0
310145,Critical,Buff Critical - Herb Gathering,1,-1,0
310146,Critical,Buff Critical - Mining,1,-1,0
310147,Critical,Buff Critical - Woodcutting,1,-1,0
310148,Critical,Buff Critical - Fishing,1,-1,0
310149,Critical,Buff Critical - Hunting,1,-1,0
310150,Intoxicated,Caused by excessive drinking. The entire world is spinning,1,-1,0
310151,Wasted,So drunk that you cannot tell directions,1,6,0
310152,Thorn,,1,-1,1
310153,Critical,Team Buff Critical,1,-1,0
310154,Learn,,1,1200,1
310155,Slightly Tipsy,A small shot feels great!,1,9999,0
310156,Tipsy,"Slightly intoxicated, Movement Speed reduced by 5%.",1,9999,0
310157,Half-Drunk,The alcohol has reduced your Movement Speed by 15%.,1,9999,0
310158,Overdrunk,You are too drunk to draw your sword. Movement Speed reduced by 55%. Take care before passing out completely.,1,9999,0
310159,Wasted,You are totally unconscious and unable to move. Please seek medical help.,1,9999,0
310160,Effect,,1,5,1
310161,Effect,,1,5,1
310162,Illusion,Movement Speed reduced by 75%,1,-1,0
310163,Leave Combat,,1,6,1
310164,Hide,,1,30,1
310165,Peach Blossom Luck,"You have Peach Blossom Luck. Make a heart gesture with other players, and great things may happen.",,1200,0
310166,Wealth Luck,You have Wealth Luck. You might get lucky by begging today,,1200,0
310167,Health Luck,Health Luck allows you to get bird eggs after bumping into trees,,1200,0
310168,Chrysanthemum Luck,Swear an Eternal Vow with another hero.,,1200,0
310171,Horse Under Attack,Your horse is being attacked. Return immediately to help it.,,600,0
310172,Insufficient Wood,Insufficient Wood,,3000,0
310173,Insufficient Ore,Insufficient Ore,,3000,0
310174,Insufficient Wooden Plank Path,Insufficient Wooden Plank Path,,3000,0
310175,Insufficient Jewelry,Insufficient Jewelry,,3000,0
310176,Illusion,Movement Speed reduced by 75%,1,-1,0
310177,Unknown Illness,"Meridians paralyzed, qi flow disrupted, mind impaired. Occasionally causes fainting.",1,-1,0
310178,Stun,Stun,1,2,1
310181,Morale Boosted Greatly,No Healer bonus when you are alone.,2,-1,2
310182,Morale Boosted Greatly,5% Healer bonus when you are in a team of 2,2,-1,2
310183,Morale Boosted Greatly,10% Healer bonus when you are in a team of 3,2,-1,2
310184,Morale Boosted Greatly,"4 Players in a party, Healers Attribute increased by 15%",2,-1,2
310185,Morale Boosted Greatly,"5 Players in a party, Healers Attribute increased by 20%",2,-1,2
310186,Sick,"Affected by an unknown disease, Movement Speed reduced by 45%",1,-1,0
310187,Explosion Damage,"Affected by an unknown disease, Movement Speed reduced by 45%",1,-1,0
310188,Vision Block,,1,-1,1
310189,Koi Luck,"With Koi Luck, even pigeons may lay golden eggs",1,1200,0
310190,Illusion,Movement Speed reduced by 50%,1,-1,0
310191,Illness,,1,1.2,1
310194,Damage Down,All damage dealt greatly reduced!,2,-1,2
310195,Fleethoof Speed Race,So fast it's like flying!,1,1200,0
310196,Death Immunity,,1,720,1
310197,Invincibility,,1,6.8,1
320000,Immobilized,Immobilized; unable to move or cast most skills,1,60,0
320001,Enhance,You are weakened and deal 200% more HP and Qi damage,1,-1,1
330000,Injured,You are injured and deal reduced damage,1,-1,1
330001,Concealment,Disguise as this person and mimic their behavior,1,500,0
330002,Exposed,,1,500,1
330003,Disguise - Well of Heaven,You have disguised as a Well of Heaven Disciple. You may use Skill Theft to learn from a Well of Heaven Mentor.,1,3600,0
330004,Disguise - Masked Troupe,You have disguised as a Masked Troupe Disciple. You may use Skill Theft to learn from a Masked Troupe Mentor.,1,3600,0
330005,Disguise - Raging Tides,You have disguised as a Raging Tides Disciple. You may use Skill Theft to learn from a Raging Tides Mentor.,1,3600,0
330006,Disguise - Silver Needle,You have disguised as a Silver Needle Disciple. You may use Skill Theft to learn from a Silver Needle Mentor.,1,3600,0
330007,Disguise - Lone Cloud,You have disguised yourself as a Lone Cloud Disciple. You may use Skill Theft to learn from a Lone Cloud Mentor.,1,3600,0
330008,Disguise - Midnight's Watch,You have disguised as a Midnight Blades Disciple. You may use Skill Theft to learn from a Midnight Watch Mentor.,1,3600,0
330009,Disguise - Crimson Weave,You have disguised as a Crimson Weave Disciple. You may use Skill Theft to learn from a Crimson Weave Mentor.,1,3600,0
330010,Disguise - Gracebrow Manor,You have disguised as a Gracebrow Manor Disciple. You may use Skill Theft to learn from a Gracebrow Manor Mentor.,1,3600,0
330011,Disguise - Swordcraft Manor,You have disguised as a Swordcraft Manor Disciple. You may use Skill Theft to learn from a Swordcraft Manor Mentor.,1,3600,0
330101,Convince - Basic,You manage to convince the mentor to hold back slightly in their attacks,1,99999,0
330102,Convince - Intermediate,You manage to convince the mentor to hold back moderately in their attacks,1,99999,0
330103,Convince - Extreme,You manage to convince the mentor to significantly hold back in their attacks,1,99999,0
330104,Health Regeneration,,1,1,0
330105,Health Regeneration,,1,1,0
330106,Health Regeneration,,1,1,0
330107,Health Regeneration,,1,1,0
330108,Lose HP,,1,1,0
330109,Stamina Recovery,,1,1,1
330110,Warmth Recovery,The food has increased your Cold Resistance and Cold Endurance Recovery.,1,600,0
330111,Energy Recovery,,1,1,0
330112,Transport,Unable to cast Lightness Skill,1,-1,0
330113,Health Regeneration,Rapidly restores HP to maximum,1,8,0
330134,Resistant,,1,3600,0
340000,Reward Test,,1,-1,0
360001,For Boss Qian,,1,300,0
360002,For Heart Lake Only,,1,99999,0
360003,Weakened,,1,3600,0
370002,Scalded,"Lit on fire, losing HP continuously",1,5.2,0
370003,Dust Poison,The unworldly poison has entered the body,1,5.2,0
370004,Food Power,"After eating, your strength has increased",1,300,0
380000,Health Regeneration,HP Recovery,1,6,0
380001,Scalded,"Lit on fire, losing HP continuously",1,1000,0
380002,Scalded,"Lit on fire, losing HP continuously",1,1000,0
380004,Scalded,"Lit on fire, losing HP continuously",1,4,0
380005,Poisoned,"Poisoned, losing HP over time",1,4,0
380007,Super Armor,,1,9999,1
380008,Trap,,1,-1,0
380009,Trap,,1,5,0
